TIME,GEO,VALUE
2021-06,Spain,107.46
2021-07,Spain,106.18
2021-08,Spain,106.65
2021-09,Spain,107.87
2021-10,Spain,109.6
2021-11,Spain,109.87
2021-12,Spain,111.13
2022-01,Spain,110.26
2022-02,Spain,111.15
2022-03,Spain,115.51
2022-04,Spain,115.21
2022-05,Spain,116.03
2022-06,Spain,118.22
2022-07,Spain,117.54
2022-08,Spain,117.84
2022-09,Spain,117.55
2022-10,Spain,117.61
2022-11,Spain,117.22
2022-12,Spain,117.22
2023-01,Spain,116.72
2023-02,Spain,117.82
2023-03,Spain,119.06
2023-04,Spain,119.61
2023-05,Spain,119.44
2023-06,Spain,120.13
2023-07,Spain,120.03
2023-08,Spain,120.68
2023-09,Spain,121.38
2023-10,Spain,121.69
2023-11,Spain,121.05
2023-12,Spain,121.06
2024-01,Spain,120.82
2024-02,Spain,121.29
2024-03,Spain,122.93
2024-04,Spain,123.67
2024-05,Spain,123.95
2024-06,Spain,124.44
2024-07,Spain,123.51
2015-01,France,98.7
2015-02,France,99.42
2015-03,France,100.17
2015-04,France,100.3
2015-05,France,100.56
2015-06,France,100.49
2015-07,France,100
2015-08,France,100.36
2015-09,France,99.99
2015-10,France,100.07
2015-11,France,99.86
2015-12,France,100.09
2016-01,France,99.02
2016-02,France,99.31
2016-03,France,100.09
2016-04,France,100.18
2016-05,France,100.65
2016-06,France,100.8
2016-07,France,100.39
2016-08,France,100.74
2016-09,France,100.5
2016-10,France,100.54
2016-11,France,100.55
2016-12,France,100.9
2017-01,France,100.57
2017-02,France,100.73
2017-03,France,101.47
2017-04,France,101.57
2017-05,France,101.59
2017-06,France,101.58
2017-07,France,101.17
2017-08,France,101.74
2017-09,France,101.58
2017-10,France,101.7
2017-11,France,101.8
2017-12,France,102.16
2018-01,France,102.06
2018-02,France,102.05
2018-03,France,103.22
2018-04,France,103.43
2018-05,France,103.92
2018-06,France,103.93
2018-07,France,103.8
2018-08,France,104.35
2018-09,France,104.12
2018-10,France,104.24
2018-11,France,104
2018-12,France,104.1
2019-01,France,103.52
2019-02,France,103.64
2019-03,France,104.55
2019-04,France,104.93
2019-05,France,105.06
2019-06,France,105.35
2019-07,France,105.11
2019-08,France,105.67
2019-09,France,105.28
2019-10,France,105.2
2019-11,France,105.27
2019-12,France,105.78
2020-01,France,105.24
2020-02,France,105.27
2020-03,France,105.34
2020-04,France,105.32
2020-05,France,105.49
2020-06,France,105.58
2020-07,France,106.01
2020-08,France,105.89
2020-09,France,105.3
2020-10,France,105.27
2020-11,France,105.5
2020-12,France,105.75
2021-01,France,106.03
2021-02,France,106.07
2021-03,France,106.8
2021-04,France,107.02
2021-05,France,107.38
2021-06,France,107.57
2021-07,France,107.64
2021-08,France,108.38
2021-09,France,108.16
2021-10,France,108.64
2021-11,France,109.09
2021-12,France,109.34
2022-01,France,109.51
2022-02,France,110.49
2022-03,France,112.26
2022-04,France,112.78
2022-05,France,113.63
2022-06,France,114.6
2022-07,France,114.94
2022-08,France,115.49
2022-09,France,114.9
2022-10,France,116.32
2022-11,France,116.81
2022-12,France,116.7
2023-01,France,117.22
2023-02,France,118.55
2023-03,France,119.76
2023-04,France,120.55
2023-05,France,120.46
2023-06,France,120.71
2023-07,France,120.77
2023-08,France,122.1
2023-09,France,121.4
2023-10,France,121.61
2023-11,France,121.32
2023-12,France,121.49
2024-01,France,121.2
2024-02,France,122.35
2024-03,France,122.65
2024-04,France,123.41
2024-05,France,123.59
2024-06,France,123.78
2024-07,France,124.03
2015-01,Croatia,98.77
2015-02,Croatia,98.88
2015-03,Croatia,99.72
2015-04,Croatia,100.11
2015-05,Croatia,100.68
2015-06,Croatia,100.97
2015-07,Croatia,100.81
2015-08,Croatia,101.02
2015-09,Croatia,100.38
2015-10,Croatia,100.13
2015-11,Croatia,99.55
2015-12,Croatia,98.99
2016-01,Croatia,98.6
2016-02,Croatia,98.32
2016-03,Croatia,98.82
2016-04,Croatia,99.23
2016-05,Croatia,99.49
2016-06,Croatia,99.77
2016-07,Croatia,99.72
2016-08,Croatia,99.55
2016-09,Croatia,99.7
2016-10,Croatia,99.84
2016-11,Croatia,99.72
2016-12,Croatia,99.69
2017-01,Croatia,99.51
2017-02,Croatia,99.7
2017-03,Croatia,99.92
2017-04,Croatia,100.6
2017-05,Croatia,100.45
2017-06,Croatia,100.86
2017-07,Croatia,100.95
2017-08,Croatia,101
2017-09,Croatia,101.32
2017-10,Croatia,101.43
2017-11,Croatia,101.29
2017-12,Croatia,100.95
2018-01,Croatia,100.75
2018-02,Croatia,100.62
2018-03,Croatia,101.09
2018-04,Croatia,102
2018-05,Croatia,102.27
2018-06,Croatia,103.06
2018-07,Croatia,103.2
2018-08,Croatia,103.16
2018-09,Croatia,102.96
2018-10,Croatia,103.12
2018-11,Croatia,102.6
2018-12,Croatia,101.96
2019-01,Croatia,101.32
2019-02,Croatia,101.41
2019-03,Croatia,102.2
2019-04,Croatia,102.86
2019-05,Croatia,103.3
2019-06,Croatia,103.59
2019-07,Croatia,104.12
2019-08,Croatia,103.73
2019-09,Croatia,103.54
2019-10,Croatia,103.79
2019-11,Croatia,103.39
2019-12,Croatia,103.25
2020-01,Croatia,103.12
2020-02,Croatia,102.65
2020-03,Croatia,102.68
2020-04,Croatia,102.71
2020-05,Croatia,102.58
2020-06,Croatia,103.14
2020-07,Croatia,103.48
2020-08,Croatia,103.27
2020-09,Croatia,103.18
2020-10,Croatia,103.6
2020-11,Croatia,103.36
2020-12,Croatia,102.96
2021-01,Croatia,103.08
2021-02,Croatia,103.32
2021-03,Croatia,104.34
2021-04,Croatia,104.9
2021-05,Croatia,105.01
2021-06,Croatia,105.4
2021-07,Croatia,106.3
2021-08,Croatia,106.51
2021-09,Croatia,106.8
2021-10,Croatia,107.65
2021-11,Croatia,108.18
2021-12,Croatia,108.31
2022-01,Croatia,108.76
2022-02,Croatia,109.8
2022-03,Croatia,111.93
2022-04,Croatia,114.94
2022-05,Croatia,116.27
2022-06,Croatia,118.14
2022-07,Croatia,119.75
2022-08,Croatia,119.9
2022-09,Croatia,120.21
2022-10,Croatia,121.37
2022-11,Croatia,122.19
2022-12,Croatia,122.03
2023-01,Croatia,122.34
2023-02,Croatia,122.68
2023-03,Croatia,123.73
2023-04,Croatia,125.16
2023-05,Croatia,125.88
2023-06,Croatia,127.91
2023-07,Croatia,129.36
2023-08,Croatia,130
2023-09,Croatia,129.15
2023-10,Croatia,129.52
2023-11,Croatia,128.95
2023-12,Croatia,128.56
2024-01,Croatia,128.19
2024-02,Croatia,128.57
2024-03,Croatia,129.74
2024-04,Croatia,131.06
2024-05,Croatia,131.31
2024-06,Croatia,132.34
2024-07,Croatia,133.69
2015-01,Italy,98
2015-02,Italy,98.2
2015-03,Italy,100.3
2015-04,Italy,100.7
2015-05,Italy,100.9
2015-06,Italy,101
2015-07,Italy,99.1
2015-08,Italy,98.9
2015-09,Italy,100.6
2015-10,Italy,101
2015-11,Italy,100.6
2015-12,Italy,100.6
2016-01,Italy,98.4
2016-02,Italy,98
2016-03,Italy,100.1
2016-04,Italy,100.3
2016-05,Italy,100.6
2016-06,Italy,100.8
2016-07,Italy,98.9
2016-08,Italy,98.8
2016-09,Italy,100.7
2016-10,Italy,100.9
2016-11,Italy,100.7
2016-12,Italy,101.1
2017-01,Italy,99.4
2017-02,Italy,99.6
2017-03,Italy,101.5
2017-04,Italy,102.3
2017-05,Italy,102.2
2017-06,Italy,102
2017-07,Italy,100.1
2017-08,Italy,100.2
2017-09,Italy,102
2017-10,Italy,102
2017-11,Italy,101.8
2017-12,Italy,102.1
2018-01,Italy,100.6
2018-02,Italy,100.1
2018-03,Italy,102.4
2018-04,Italy,102.9
2018-05,Italy,103.2
2018-06,Italy,103.4
2018-07,Italy,102
2018-08,Italy,101.8
2018-09,Italy,103.5
2018-10,Italy,103.7
2018-11,Italy,103.4
2018-12,Italy,103.3
2019-01,Italy,101.5
2019-02,Italy,101.2
2019-03,Italy,103.5
2019-04,Italy,104
2019-05,Italy,104.1
2019-06,Italy,104.2
2019-07,Italy,102.3
2019-08,Italy,102.3
2019-09,Italy,103.7
2019-10,Italy,103.9
2019-11,Italy,103.6
2019-12,Italy,103.8
2020-01,Italy,101.9
2020-02,Italy,101.4
2020-03,Italy,103.6
2020-04,Italy,104.1
2020-05,Italy,103.8
2020-06,Italy,103.8
2020-07,Italy,103.1
2020-08,Italy,101.8
2020-09,Italy,102.7
2020-10,Italy,103.3
2020-11,Italy,103.3
2020-12,Italy,103.5
2021-01,Italy,102.6
2021-02,Italy,102.4
2021-03,Italy,104.2
2021-04,Italy,105.1
2021-05,Italy,105
2021-06,Italy,105.2
2021-07,Italy,104.1
2021-08,Italy,104.3
2021-09,Italy,105.7
2021-10,Italy,106.6
2021-11,Italy,107.3
2021-12,Italy,107.8
2022-01,Italy,107.8
2022-02,Italy,108.7
2022-03,Italy,111.3
2022-04,Italy,111.7
2022-05,Italy,112.7
2022-06,Italy,114.1
2022-07,Italy,112.8
2022-08,Italy,113.8
2022-09,Italy,115.6
2022-10,Italy,120
2022-11,Italy,120.8
2022-12,Italy,121.1
2023-01,Italy,119.3
2023-02,Italy,119.4
2023-03,Italy,120.3
2023-04,Italy,121.3
2023-05,Italy,121.7
2023-06,Italy,121.8
2023-07,Italy,119.9
2023-08,Italy,120.1
2023-09,Italy,122.1
2023-10,Italy,122.2
2023-11,Italy,121.5
2023-12,Italy,121.7
2024-01,Italy,120.4
2024-02,Italy,120.4
2024-03,Italy,121.8
2024-04,Italy,122.4
2024-05,Italy,122.7
2024-06,Italy,122.9
2024-07,Italy,121.8
2015-01,Cyprus,98.31
2015-02,Cyprus,98.83
2015-03,Cyprus,99.51
2015-04,Cyprus,99.85
2015-05,Cyprus,100.97
2015-06,Cyprus,101.32
2015-07,Cyprus,100.7
2015-08,Cyprus,101.37
2015-09,Cyprus,100.73
2015-10,Cyprus,100.48
2015-11,Cyprus,99.25
2015-12,Cyprus,98.67
2016-01,Cyprus,97.25
2016-02,Cyprus,96.65
2016-03,Cyprus,97.37
2016-04,Cyprus,97.74
2016-05,Cyprus,99.03
2016-06,Cyprus,99.31
2016-07,Cyprus,100.3
2016-08,Cyprus,100.74
2016-09,Cyprus,100.32
2016-10,Cyprus,99.46
2016-11,Cyprus,98.48
2016-12,Cyprus,98.73
2017-01,Cyprus,97.92
2017-02,Cyprus,97.99
2017-03,Cyprus,98.83
2017-04,Cyprus,99.78
2017-05,Cyprus,99.92
2017-06,Cyprus,100.19
2017-07,Cyprus,100.24
2017-08,Cyprus,101.22
2017-09,Cyprus,100.45
2017-10,Cyprus,99.84
2017-11,Cyprus,98.66
2017-12,Cyprus,98.32
2018-01,Cyprus,96.47
2018-02,Cyprus,97.58
2018-03,Cyprus,98.43
2018-04,Cyprus,99.51
2018-05,Cyprus,100.87
2018-06,Cyprus,101.92
2018-07,Cyprus,101.67
2018-08,Cyprus,102.91
2018-09,Cyprus,102.11
2018-10,Cyprus,101.78
2018-11,Cyprus,100.25
2018-12,Cyprus,99.31
2019-01,Cyprus,98.53
2019-02,Cyprus,98.36
2019-03,Cyprus,99.49
2019-04,Cyprus,100.74
2019-05,Cyprus,101.03
2019-06,Cyprus,102.26
2019-07,Cyprus,101.81
2019-08,Cyprus,103.49
2019-09,Cyprus,101.65
2019-10,Cyprus,101.27
2019-11,Cyprus,100.73
2019-12,Cyprus,100.03
2020-01,Cyprus,99.22
2020-02,Cyprus,99.37
2020-03,Cyprus,99.59
2020-04,Cyprus,99.52
2020-05,Cyprus,99.62
2020-06,Cyprus,99.97
2020-07,Cyprus,99.73
2020-08,Cyprus,100.5
2020-09,Cyprus,99.7
2020-10,Cyprus,99.87
2020-11,Cyprus,99.67
2020-12,Cyprus,99.24
2021-01,Cyprus,98.41
2021-02,Cyprus,98.5
2021-03,Cyprus,99.89
2021-04,Cyprus,100.7
2021-05,Cyprus,101.15
2021-06,Cyprus,102.17
2021-07,Cyprus,102.4
2021-08,Cyprus,103.86
2021-09,Cyprus,103.31
2021-10,Cyprus,104.24
2021-11,Cyprus,104.37
2021-12,Cyprus,104.04
2022-01,Cyprus,103.33
2022-02,Cyprus,104.22
2022-03,Cyprus,106.13
2022-04,Cyprus,109.38
2022-05,Cyprus,110.06
2022-06,Cyprus,111.34
2022-07,Cyprus,113.22
2022-08,Cyprus,113.8
2022-09,Cyprus,112.63
2022-10,Cyprus,113.24
2022-11,Cyprus,112.81
2022-12,Cyprus,111.93
2023-01,Cyprus,110.33
2023-02,Cyprus,111.23
2023-03,Cyprus,112.64
2023-04,Cyprus,113.67
2023-05,Cyprus,114.07
2023-06,Cyprus,114.41
2023-07,Cyprus,115.97
2023-08,Cyprus,117.28
2023-09,Cyprus,117.48
2023-10,Cyprus,117.32
2023-11,Cyprus,115.51
2023-12,Cyprus,114.09
2024-01,Cyprus,112.67
2024-02,Cyprus,113.6
2024-03,Cyprus,114.46
2024-04,Cyprus,116.07
2024-05,Cyprus,117.46
2024-06,Cyprus,117.88
2024-07,Cyprus,118.76
2015-01,Latvia,98.94
2015-02,Latvia,99.3
2015-03,Latvia,100.09
2015-04,Latvia,100.65
2015-05,Latvia,101.46
2015-06,Latvia,101.35
2015-07,Latvia,100.27
2015-08,Latvia,99.84
2015-09,Latvia,99.62
2015-10,Latvia,99.64
2015-11,Latvia,99.57
2015-12,Latvia,99.29
2016-01,Latvia,98.63
2016-02,Latvia,98.72
2016-03,Latvia,99.47
2016-04,Latvia,99.91
2016-05,Latvia,100.65
2016-06,Latvia,100.71
2016-07,Latvia,100.41
2016-08,Latvia,99.74
2016-09,Latvia,100.09
2016-10,Latvia,100.71
2016-11,Latvia,100.79
2016-12,Latvia,101.38
2017-01,Latvia,101.45
2017-02,Latvia,101.86
2017-03,Latvia,102.74
2017-04,Latvia,103.19
2017-05,Latvia,103.39
2017-06,Latvia,103.82
2017-07,Latvia,103
2017-08,Latvia,102.9
2017-09,Latvia,103.07
2017-10,Latvia,103.44
2017-11,Latvia,103.54
2017-12,Latvia,103.57
2018-01,Latvia,103.49
2018-02,Latvia,103.72
2018-03,Latvia,105.06
2018-04,Latvia,105.35
2018-05,Latvia,105.83
2018-06,Latvia,106.59
2018-07,Latvia,105.75
2018-08,Latvia,105.78
2018-09,Latvia,106.44
2018-10,Latvia,106.75
2018-11,Latvia,106.57
2018-12,Latvia,106.21
2019-01,Latvia,106.53
2019-02,Latvia,106.64
2019-03,Latvia,107.85
2019-04,Latvia,108.86
2019-05,Latvia,109.53
2019-06,Latvia,109.85
2019-07,Latvia,108.89
2019-08,Latvia,109.08
2019-09,Latvia,108.91
2019-10,Latvia,109.06
2019-11,Latvia,108.68
2019-12,Latvia,108.48
2020-01,Latvia,108.85
2020-02,Latvia,109.04
2020-03,Latvia,109.35
2020-04,Latvia,108.78
2020-05,Latvia,108.5
2020-06,Latvia,108.68
2020-07,Latvia,108.99
2020-08,Latvia,108.53
2020-09,Latvia,108.45
2020-10,Latvia,108.32
2020-11,Latvia,107.97
2020-12,Latvia,107.95
2021-01,Latvia,108.36
2021-02,Latvia,108.83
2021-03,Latvia,109.66
2021-04,Latvia,110.65
2021-05,Latvia,111.27
2021-06,Latvia,111.6
2021-07,Latvia,112.04
2021-08,Latvia,112.46
2021-09,Latvia,113.53
2021-10,Latvia,114.78
2021-11,Latvia,115.99
2021-12,Latvia,116.46
2022-01,Latvia,116.44
2022-02,Latvia,118.39
2022-03,Latvia,122.24
2022-04,Latvia,125.09
2022-05,Latvia,129.93
2022-06,Latvia,133.08
2022-07,Latvia,135.95
2022-08,Latvia,136.51
2022-09,Latvia,138.56
2022-10,Latvia,139.72
2022-11,Latvia,141.2
2022-12,Latvia,140.57
2023-01,Latvia,141.3
2023-02,Latvia,142.19
2023-03,Latvia,143.26
2023-04,Latvia,143.83
2023-05,Latvia,145.92
2023-06,Latvia,143.9
2023-07,Latvia,144.99
2023-08,Latvia,144.2
2023-09,Latvia,143.48
2023-10,Latvia,142.93
2023-11,Latvia,142.81
2023-12,Latvia,141.77
2024-01,Latvia,142.87
2024-02,Latvia,142.99
2024-03,Latvia,144.67
2024-04,Latvia,145.43
2024-05,Latvia,145.99
2024-06,Latvia,145.99
2024-07,Latvia,146.09
2015-01,Lithuania,98.96
2015-02,Lithuania,98.82
2015-03,Lithuania,99.63
2015-04,Lithuania,100.36
2015-05,Lithuania,100.95
2015-06,Lithuania,100.77
2015-07,Lithuania,100.27
2015-08,Lithuania,99.4
2015-09,Lithuania,100.01
2015-10,Lithuania,100.5
2015-11,Lithuania,100.35
2015-12,Lithuania,99.98
2016-01,Lithuania,99.62
2016-02,Lithuania,99.35
2016-03,Lithuania,100.41
2016-04,Lithuania,101.13
2016-05,Lithuania,101.14
2016-06,Lithuania,101.13
2016-07,Lithuania,100.31
2016-08,Lithuania,99.86
2016-09,Lithuania,100.63
2016-10,Lithuania,101.16
2016-11,Lithuania,101.46
2016-12,Lithuania,101.94
2017-01,Lithuania,102.15
2017-02,Lithuania,102.49
2017-03,Lithuania,103.58
2017-04,Lithuania,104.64
2017-05,Lithuania,104.42
2017-06,Lithuania,104.66
2017-07,Lithuania,104.46
2017-08,Lithuania,104.45
2017-09,Lithuania,105.28
2017-10,Lithuania,105.42
2017-11,Lithuania,105.69
2017-12,Lithuania,105.82
2018-01,Lithuania,105.87
2018-02,Lithuania,105.73
2018-03,Lithuania,106.15
2018-04,Lithuania,106.92
2018-05,Lithuania,107.42
2018-06,Lithuania,107.33
2018-07,Lithuania,106.82
2018-08,Lithuania,106.37
2018-09,Lithuania,107.85
2018-10,Lithuania,108.42
2018-11,Lithuania,108.22
2018-12,Lithuania,107.68
2019-01,Lithuania,107.6
2019-02,Lithuania,107.86
2019-03,Lithuania,108.88
2019-04,Lithuania,109.85
2019-05,Lithuania,110.15
2019-06,Lithuania,109.87
2019-07,Lithuania,109.51
2019-08,Lithuania,109.03
2019-09,Lithuania,110.02
2019-10,Lithuania,110.1
2019-11,Lithuania,110.1
2019-12,Lithuania,110.62
2020-01,Lithuania,110.81
2020-02,Lithuania,110.84
2020-03,Lithuania,110.69
2020-04,Lithuania,110.86
2020-05,Lithuania,110.34
2020-06,Lithuania,110.81
2020-07,Lithuania,110.53
2020-08,Lithuania,110.32
2020-09,Lithuania,110.66
2020-10,Lithuania,110.65
2020-11,Lithuania,110.49
2020-12,Lithuania,110.54
2021-01,Lithuania,111.05
2021-02,Lithuania,111.33
2021-03,Lithuania,112.43
2021-04,Lithuania,113.57
2021-05,Lithuania,114.19
2021-06,Lithuania,114.74
2021-07,Lithuania,115.3
2021-08,Lithuania,115.79
2021-09,Lithuania,117.72
2021-10,Lithuania,119.69
2021-11,Lithuania,120.76
2021-12,Lithuania,122.37
2022-01,Lithuania,124.68
2022-02,Lithuania,126.87
2022-03,Lithuania,129.93
2022-04,Lithuania,132.4
2022-05,Lithuania,135.3
2022-06,Lithuania,138.31
2022-07,Lithuania,139.36
2022-08,Lithuania,140.18
2022-09,Lithuania,144.23
2022-10,Lithuania,146.15
2022-11,Lithuania,146.63
2022-12,Lithuania,146.82
2023-01,Lithuania,147.75
2023-02,Lithuania,148.73
2023-03,Lithuania,149.7
2023-04,Lithuania,150
2023-05,Lithuania,149.82
2023-06,Lithuania,149.67
2023-07,Lithuania,149.35
2023-08,Lithuania,149.13
2023-09,Lithuania,150.17
2023-10,Lithuania,150.68
2023-11,Lithuania,150.07
2023-12,Lithuania,149.17
2024-01,Lithuania,149.34
2024-02,Lithuania,150.38
2024-03,Lithuania,150.27
2024-04,Lithuania,150.66
2024-05,Lithuania,151.11
2024-06,Lithuania,151.18
2024-07,Lithuania,151
2015-01,Luxembourg,97.69
2015-02,Luxembourg,99.68
2015-03,Luxembourg,100.11
2015-04,Luxembourg,100.25
2015-05,Luxembourg,100.8
2015-06,Luxembourg,101.02
2015-07,Luxembourg,99.74
2015-08,Luxembourg,100.55
2015-09,Luxembourg,100.27
2015-10,Luxembourg,100.05
2015-11,Luxembourg,100.19
2015-12,Luxembourg,99.66
2016-01,Luxembourg,98.13
2016-02,Luxembourg,99.37
2016-03,Luxembourg,99.49
2016-04,Luxembourg,99.64
2016-05,Luxembourg,100.17
2016-06,Luxembourg,100.6
2016-07,Luxembourg,99.33
2016-08,Luxembourg,100.32
2016-09,Luxembourg,100.59
2016-10,Luxembourg,100.77
2016-11,Luxembourg,100.82
2016-12,Luxembourg,101.24
2017-01,Luxembourg,100.59
2017-02,Luxembourg,102.05
2017-03,Luxembourg,101.98
2017-04,Luxembourg,102.23
2017-05,Luxembourg,102.11
2017-06,Luxembourg,102.09
2017-07,Luxembourg,101.13
2017-08,Luxembourg,102.58
2017-09,Luxembourg,102.61
2017-10,Luxembourg,102.79
2017-11,Luxembourg,102.8
2017-12,Luxembourg,102.83
2018-01,Luxembourg,101.9
2018-02,Luxembourg,103.14
2018-03,Luxembourg,103.15
2018-04,Luxembourg,103.6
2018-05,Luxembourg,104.22
2018-06,Luxembourg,104.53
2018-07,Luxembourg,103.63
2018-08,Luxembourg,105.06
2018-09,Luxembourg,105.38
2018-10,Luxembourg,105.64
2018-11,Luxembourg,105.47
2018-12,Luxembourg,104.78
2019-01,Luxembourg,103.58
2019-02,Luxembourg,105.31
2019-03,Luxembourg,105.63
2019-04,Luxembourg,105.92
2019-05,Luxembourg,106.47
2019-06,Luxembourg,106.11
2019-07,Luxembourg,105.3
2019-08,Luxembourg,106.54
2019-09,Luxembourg,106.5
2019-10,Luxembourg,106.53
2019-11,Luxembourg,106.56
2019-12,Luxembourg,106.68
2020-01,Luxembourg,106.21
2020-02,Luxembourg,107.25
2020-03,Luxembourg,105.99
2020-04,Luxembourg,105.1
2020-05,Luxembourg,104.78
2020-06,Luxembourg,105.72
2020-07,Luxembourg,105.4
2020-08,Luxembourg,106.34
2020-09,Luxembourg,106.13
2020-10,Luxembourg,106.08
2020-11,Luxembourg,105.86
2020-12,Luxembourg,106.32
2021-01,Luxembourg,107.33
2021-02,Luxembourg,106.67
2021-03,Luxembourg,108.59
2021-04,Luxembourg,108.56
2021-05,Luxembourg,109.02
2021-06,Luxembourg,109.35
2021-07,Luxembourg,108.92
2021-08,Luxembourg,110.08
2021-09,Luxembourg,110.4
2021-10,Luxembourg,111.75
2021-11,Luxembourg,112.56
2021-12,Luxembourg,112.11
2022-01,Luxembourg,112.3
2022-02,Luxembourg,114.98
2022-03,Luxembourg,117.22
2022-04,Luxembourg,118.29
2022-05,Luxembourg,118.95
2022-06,Luxembourg,120.65
2022-07,Luxembourg,119.04
2022-08,Luxembourg,119.54
2022-09,Luxembourg,120.15
2022-10,Luxembourg,121.62
2022-11,Luxembourg,120.79
2022-12,Luxembourg,119.09
2023-01,Luxembourg,118.78
2023-02,Luxembourg,120.45
2023-03,Luxembourg,120.67
2023-04,Luxembourg,121.5
2023-05,Luxembourg,121.27
2023-06,Luxembourg,121.81
2023-07,Luxembourg,121.46
2023-08,Luxembourg,123.75
2023-09,Luxembourg,124.21
2023-10,Luxembourg,124.12
2023-11,Luxembourg,123.36
2023-12,Luxembourg,122.85
2024-01,Luxembourg,122.31
2024-02,Luxembourg,124.34
2024-03,Luxembourg,124.55
2024-04,Luxembourg,125.13
2024-05,Luxembourg,125.2
2024-06,Luxembourg,125.19
2024-07,Luxembourg,124.68
2015-01,Hungary,98.56
2015-02,Hungary,99.06
2015-03,Hungary,99.7
2015-04,Hungary,100.1
2015-05,Hungary,100.81
2015-06,Hungary,100.99
2015-07,Hungary,100.97
2015-08,Hungary,100.35
2015-09,Hungary,99.76
2015-10,Hungary,100.02
2015-11,Hungary,100
2015-12,Hungary,99.66
2016-01,Hungary,99.52
2016-02,Hungary,99.38
2016-03,Hungary,99.53
2016-04,Hungary,100.37
2016-05,Hungary,100.66
2016-06,Hungary,100.87
2016-07,Hungary,100.69
2016-08,Hungary,100.28
2016-09,Hungary,100.45
2016-10,Hungary,101.1
2016-11,Hungary,101.06
2016-12,Hungary,101.46
2017-01,Hungary,101.87
2017-02,Hungary,102.22
2017-03,Hungary,102.21
2017-04,Hungary,102.63
2017-05,Hungary,102.79
2017-06,Hungary,102.85
2017-07,Hungary,102.92
2017-08,Hungary,102.95
2017-09,Hungary,103.01
2017-10,Hungary,103.34
2017-11,Hungary,103.66
2017-12,Hungary,103.68
2018-01,Hungary,104.01
2018-02,Hungary,104.18
2018-03,Hungary,104.29
2018-04,Hungary,105.06
2018-05,Hungary,105.75
2018-06,Hungary,106.11
2018-07,Hungary,106.44
2018-08,Hungary,106.49
2018-09,Hungary,106.82
2018-10,Hungary,107.35
2018-11,Hungary,106.98
2018-12,Hungary,106.58
2019-01,Hungary,106.88
2019-02,Hungary,107.47
2019-03,Hungary,108.23
2019-04,Hungary,109.2
2019-05,Hungary,110
2019-06,Hungary,109.75
2019-07,Hungary,109.98
2019-08,Hungary,109.89
2019-09,Hungary,109.91
2019-10,Hungary,110.58
2019-11,Hungary,110.66
2019-12,Hungary,110.96
2020-01,Hungary,111.92
2020-02,Hungary,112.22
2020-03,Hungary,112.48
2020-04,Hungary,111.95
2020-05,Hungary,112.45
2020-06,Hungary,112.92
2020-07,Hungary,114.25
2020-08,Hungary,114.24
2020-09,Hungary,113.7
2020-10,Hungary,113.91
2020-11,Hungary,113.72
2020-12,Hungary,114.08
2021-01,Hungary,115.12
2021-02,Hungary,115.94
2021-03,Hungary,116.83
2021-04,Hungary,117.75
2021-05,Hungary,118.4
2021-06,Hungary,118.93
2021-07,Hungary,119.59
2021-08,Hungary,119.86
2021-09,Hungary,120.01
2021-10,Hungary,121.38
2021-11,Hungary,122.2
2021-12,Hungary,122.51
2022-01,Hungary,124.26
2022-02,Hungary,125.64
2022-03,Hungary,126.9
2022-04,Hungary,129.03
2022-05,Hungary,131.24
2022-06,Hungary,133.9
2022-07,Hungary,137.14
2022-08,Hungary,142.19
2022-09,Hungary,144.82
2022-10,Hungary,147.91
2022-11,Hungary,150.48
2022-12,Hungary,153.14
2023-01,Hungary,156.81
2023-02,Hungary,158.08
2023-03,Hungary,159.42
2023-04,Hungary,160.57
2023-05,Hungary,159.99
2023-06,Hungary,160.55
2023-07,Hungary,161.12
2023-08,Hungary,162.37
2023-09,Hungary,162.49
2023-10,Hungary,162.1
2023-11,Hungary,162.07
2023-12,Hungary,161.55
2024-01,Hungary,162.62
2024-02,Hungary,163.78
2024-03,Hungary,165.12
2024-04,Hungary,166.34
2024-05,Hungary,166.3
2024-06,Hungary,166.33
2024-07,Hungary,167.72
2015-01,Malta,96.29
2015-02,Malta,96.75
2015-03,Malta,97.64
2015-04,Malta,100.36
2015-05,Malta,101.26
2015-06,Malta,102.3
2015-07,Malta,102.33
2015-08,Malta,102.68
2015-09,Malta,101.85
2015-10,Malta,101.23
2015-11,Malta,98.74
2015-12,Malta,98.6
2016-01,Malta,97.07
2016-02,Malta,97.69
2016-03,Malta,98.64
2016-04,Malta,101.19
2016-05,Malta,102.24
2016-06,Malta,103.36
2016-07,Malta,103.29
2016-08,Malta,103.72
2016-09,Malta,102.8
2016-10,Malta,101.78
2016-11,Malta,99.5
2016-12,Malta,99.55
2017-01,Malta,98.47
2017-02,Malta,98.87
2017-03,Malta,99.78
2017-04,Malta,102.35
2017-05,Malta,103.39
2017-06,Malta,104.44
2017-07,Malta,104.57
2017-08,Malta,105
2017-09,Malta,104.05
2017-10,Malta,103.33
2017-11,Malta,100.97
2017-12,Malta,100.88
2018-01,Malta,99.63
2018-02,Malta,100.19
2018-03,Malta,101.11
2018-04,Malta,103.77
2018-05,Malta,105.19
2018-06,Malta,106.57
2018-07,Malta,106.81
2018-08,Malta,107.56
2018-09,Malta,106.69
2018-10,Malta,105.45
2018-11,Malta,102.35
2018-12,Malta,102.13
2019-01,Malta,100.58
2019-02,Malta,101.5
