TIME,GEO,CURRENCY,TAX,UNIT,CONSOM,VALUE
2016-S1,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,12.6795
2016-S2,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,11.9109
2017-S1,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,11.5787
2017-S2,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,11.9809
2018-S1,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,11.9661
2018-S2,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.4388
2019-S1,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,12.2037
2019-S2,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,11.5714
2020-S1,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,10.8349
2020-S2,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,10.1974
2021-S1,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,10.4445
2021-S2,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.9639
2022-S1,Belgium,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,22.2313
2015-S1,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,28.3444
2015-S2,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,23.3092
2016-S1,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,22.004
2016-S2,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.4773
2017-S1,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.2266
2017-S2,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.5773
2018-S1,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.593
2018-S2,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,23.4413
2019-S1,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,23.4061
2019-S2,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,23.2068
2020-S1,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,21.0096
2020-S2,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.5487
2021-S1,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.1808
2021-S2,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,35.0011
2022-S1,Bulgaria,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,38.4067
2015-S1,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,23.34
2015-S2,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,23.6168
2016-S1,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,23.6131
2016-S2,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,22.843
2017-S1,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.8342
2017-S2,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.7425
2018-S1,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.5833
2018-S2,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.6041
2019-S1,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.3988
2019-S2,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.417
2020-S1,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.6283
2020-S2,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.3125
2021-S1,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.5169
2021-S2,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.6059
2022-S1,Czechia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,32.979
2015-S1,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.8619
2015-S2,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.1123
2016-S1,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.6538
2016-S2,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.0761
2017-S1,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.496
2017-S2,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.5612
2018-S1,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.806
2018-S2,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.0363
2019-S1,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.951
2019-S2,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.1781
2020-S1,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.4818
2020-S2,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.91
2021-S1,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.5608
2021-S2,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,25.6023
2022-S1,Denmark,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,30.8765
2015-S1,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.8816
2015-S2,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.7801
2016-S1,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.4281
2016-S2,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.7405
2017-S1,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.1529
2017-S2,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.0082
2018-S1,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.9115
2018-S2,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.0657
2019-S1,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.5417
2019-S2,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.2695
2020-S1,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.4905
2020-S2,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.3964
2021-S1,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.5501
2021-S2,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.8764
2022-S1,Germany (until 1990 former territory of the FRG),Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.8267
2015-S1,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.6199
2015-S2,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.2232
2016-S1,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,12.7723
2016-S2,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,11.3126
2017-S1,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.5011
2017-S2,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,12.667
2018-S1,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.5877
2018-S2,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.0121
2019-S1,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.9425
2019-S2,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.8448
2020-S1,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.9948
2020-S2,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.3525
2021-S1,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.4482
2021-S2,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,22.4875
2022-S1,Estonia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,31.0914
2015-S1,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.8029
2015-S2,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.1888
2016-S1,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.2293
2016-S2,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.4367
2017-S1,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.1678
2017-S2,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.7948
2018-S1,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.3744
2018-S2,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.927
2019-S1,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.6503
2019-S2,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.5144
2020-S1,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.1529
2020-S2,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.0348
2021-S1,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.5613
2021-S2,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.6993
2022-S1,Ireland,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.5998
2015-S1,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,22.567
2015-S2,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.362
2016-S1,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.1414
2016-S2,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.9956
2017-S1,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.071
2018-S1,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.5453
2018-S2,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,21.9606
2019-S1,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.4352
2019-S2,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.6795
2020-S1,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.2242
2020-S2,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.6022
2021-S1,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.2629
2021-S2,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,38.9118
2022-S1,Greece,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,26.5944
2015-S1,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.9672
2015-S2,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.5257
2016-S1,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.6225
2016-S2,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.1969
2017-S1,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.1991
2017-S2,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.7818
2018-S1,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.8108
2018-S2,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.9152
2019-S1,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.2199
2019-S2,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.8776
2020-S1,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.4244
2020-S2,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.1287
2021-S1,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.2276
2021-S2,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.9975
2022-S1,Spain,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,27.938
2015-S1,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.067
2015-S2,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.8668
2016-S1,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.0991
2016-S2,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.2242
2017-S1,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.4205
2017-S2,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.8724
2018-S1,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.9631
2018-S2,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.5429
2019-S1,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.9661
2019-S2,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.2583
2020-S1,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.5115
2020-S2,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.5548
2021-S1,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.902
2021-S2,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.9007
2022-S1,France,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.8932
2015-S1,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.8112
2015-S2,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.1261
2016-S1,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.9612
2016-S2,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.2605
2017-S1,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.6525
2017-S2,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.8404
2018-S1,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.5611
2018-S2,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.4007
2019-S1,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.9196
2019-S2,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.7278
2020-S1,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.6829
2020-S2,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.3943
2021-S1,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.0386
2021-S2,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.9268
2022-S1,Croatia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.9421
2015-S1,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.7619
2015-S2,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.8335
2016-S1,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.8109
2016-S2,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.1699
2017-S1,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.35
2017-S2,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.0368
2018-S1,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.914
2018-S2,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,22.6164
2019-S1,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,21.7415
2019-S2,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.712
2020-S1,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.8127
2020-S2,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.3108
2021-S1,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.9954
2021-S2,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,26.8644
2022-S1,Italy,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,32.8284
2015-S1,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.0348
2015-S2,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.9266
2016-S1,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.6794
2016-S2,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.0147
2017-S1,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.8384
2017-S2,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.435
2018-S1,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.7534
2018-S2,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.2274
2019-S1,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,16.5788
2019-S2,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,12.9971
2020-S1,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,11.8791
2020-S2,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,10.2969
2021-S1,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,11.2665
2021-S2,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,17.4297
2022-S1,Latvia,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,19.0899
2015-S2,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,20.0904
2016-S1,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.9676
2016-S2,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,18.0718
2017-S1,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.7199
2017-S2,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.8325
2018-S1,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,12.9453
2018-S2,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,13.6176
2019-S1,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.5293
2019-S2,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,15.363
2020-S1,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.2594
2020-S2,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,11.259
2021-S1,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,10.2131
2021-S2,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,14.9625
2022-S1,Lithuania,Purchasing Power Standard,All taxes and levies included,Gigajoule (gross calorific value - GCV),Consumption of GJ - all bands,21.1757
